False	15	321.578125	0.0
False	15	266.6875	0.0
False	15	272.953125	0.0
False	15	274.390625	0.0
False	15	275.828125	0.0
False	15	271.453125	0.0
False	15	272.984375	0.0
False	15	274.546875	0.0
False	15	275.96875	0.0
False	15	277.546875	0.0
False	15	279.25	0.0
False	15	280.546875	541.25
False	15	282.0625	542.5
False	15	288.734375	0.0
False	15	290.15625	0.0
False	0	291.578125	0.0
False	0	293.0	0.0
False	15	287.453125	0.0
False	15	288.9375	1415.25
False	15	290.359375	1430.0
False	15	291.8125	1425.0
False	15	293.3125	0.0
False	15	294.8125	0.0
False	15	296.234375	1275.25
False	15	297.578125	1292.25
False	15	299.125	1313.0
False	15	300.5	1333.0
False	15	301.9375	1352.25
False	15	303.375	1375.0
False	15	304.765625	1400.75
False	15	306.21875	1427.0
False	15	307.609375	1456.0
False	15	309.0	1486.0
False	15	310.484375	1515.0
False	15	311.859375	1547.75
False	15	313.296875	1584.75
False	15	314.6875	1626.5
False	15	316.109375	1670.75
False	15	317.515625	1717.5
False	15	318.9375	0.0
False	15	320.359375	0.0
False	15	321.796875	0.0
False	15	323.265625	1923.5
False	15	324.6875	1911.0
False	15	326.1875	1877.5
False	15	327.59375	1848.75
False	0	336.265625	0.0
False	15	337.484375	0.0
False	15	338.921875	189.75
False	15	340.375	187.5
False	15	341.6875	185.75
False	15	343.5	0.0
False	15	344.9375	0.0
False	15	339.28125	0.0
False	0	347.796875	0.0
False	0	349.234375	0.0
False	0	350.671875	0.0
False	0	352.125	0.0
False	0	353.5625	0.0
False	0	354.96875	0.0
False	15	349.3125	0.0
False	15	353.0625	0.0
True	15	354.328125	482.75
False	0	0.734375	0.0
False	0	2.171875	0.0
False	15	356.5625	0.0
False	15	358.03125	1545.0
False	15	359.46875	1540.25
False	15	0.875	1548.5
False	15	2.28125	1554.5
False	15	3.734375	1552.5
False	15	5.21875	1555.25
False	15	6.59375	1560.0
False	15	8.078125	1564.25
False	15	10.15625	0.0
False	15	11.609375	955.0
